title,review,score,mall,date,reviewer
2인가구에 크기도좋고 가격도 만,2인가구에 크기도좋고 가격도 만족합니다,100점,롯데하이마트,2023.05.17.,lo****
어제 주문하고 당일 설치 해주셨,어제 주문하고 당일 설치 해주셨어요디자인도 맘에 들고 내부도 실용성있게 잘 되어있어요 냉동실도 저장용량이 커서 이것저것 마니 들어가네요~여러모로 잘 구입한거 같아요 설치기사님들도 친절하셨어요.,100점,롯데하이마트,2022.10.28.,ne****
주말에 갑작스레 냉장고 고장으로,주말에 갑작스레 냉장고 고장으로 급하게 사게되었어요.실물 영접하니 오~~ㅋㅋ생각보다 널찍하고 디자인도 깔끔하고 수납하기에도 안쪽이 넓은편이여서 좋았어요^^배송해주시는분들도 너무 친절하시고 ^^,100점,롯데하이마트,2022.11.29.,ly****
가격대비 효율은 좋습니다. 그리,가격대비 효율은 좋습니다. 그리고 디자인도 진짜 괜찮아요. 크기도 작은 편이 아니라서 좋아요. 다만 에너지소비효율등급이 3등급이라는 점이 좀 아쉬웠습니다. 그것 말고는 다 좋아요!,80점,롯데하이마트,2023.01.18.,do****
구매 다음날바로 설치완료.하이,구매 다음날바로 설치완료.하이마트직원두분이 오시고 2층인데 사다리차요청해서 무상지원 받았고요. 깔끔하게 설치완료. 5년무상as도같이구입함 ? 내부도2인가족이라 이정도면 ?,100점,롯데하이마트,2022.11.23.,em****
성능 디자인 맘에 들어요 ~다좋은,성능 디자인 맘에 들어요 ~다좋은데 부속품중에 계란바스켓 없어서 아쉽습니다카탈로그 사진속에는 있었는데 말이죠 .....디자인 성능은 맘에 들어요,100점,롯데하이마트,2023.01.27.,kg****
저렴한 가격에 잘구입한거 같아요,저렴한 가격에 잘구입한거 같아요앞이 메탈이라 긁힘이 있을 같아서 비닐을 제거하지않았어요 ㅋ 공간은 넓네요잘사용할께요 오래오래 ㅋ,100점,롯데하이마트,2022.10.19.,tt****
깔끔하고좋아요크기도 크고 저렴,깔끔하고좋아요크기도 크고 저렴하게 잘 샀어요,100점,롯데하이마트,2023.05.16.,yu****
예약배송 빠르게설치해주시네요,예약배송 빠르게설치해주시네요 방금 전원켜서 한시간뒤에 물건넣어라고하네요 디자인도이쁘구 별탈없이 잔되었으면좋겠네요,80점,롯데하이마트,2023.04.12.,l0****
배송 정확한 희망일에 지키셨고,배송 정확한 희망일에 지키셨고 실제로보니 너무 마음에 듭니다 앞으로 사용해봐야겠지만 느낌이 매우좋고 가성비가 느껴지네요 감사합니다,100점,롯데하이마트,2023.04.14.,in****
깔끔하고 이가격에 이런제품구하기 어려울것같네요전부만족...,깔끔하고 이가격에 이런제품구하기 어려울것같네요전부만족인데 얼음 트레이는 차라리 없는게 나을것같습니다.,100점,옥션,2022.11.26.,fo****
가격대비 최고의 냉장고입니다~,가격대비 최고의 냉장고입니다~ 디자인도 굿~~ 소음은 좀 있어요.. 돌아가는소리.,100점,롯데하이마트,2023.04.04.,k9****
할매집 고급스럽게 바꼇네요 ㅋㅋ,할매집 고급스럽게 바꼇네요 ㅋㅋ 이가격에 이정도 품질이면 굳이 lg 삼성 안사도 될거같은데요,100점,롯데하이마트,2022.10.22.,lm****
배송도 엄청 빠르고 친절하셨어요,배송도 엄청 빠르고 친절하셨어요냉장고 디자인도 괜찮고소음도 적어서 아주 좋습니다잘 샀어요?,100점,롯데하이마트,2022.10.24.,v3****
무광 블랙으로 디자인이 참 이쁩,무광 블랙으로 디자인이 참 이쁩니다.배송도 당일배송으로 빠르게 받아서 좋았습니다.,100점,롯데하이마트,2022.10.28.,da****
가격대비 ~~적당합니다선반용유,가격대비 ~~적당합니다선반용유리가 좀 얇아서 불안하긴하네요~발열이 타제품보다 좀 뜨겁네요,80점,롯데하이마트,2023.05.02.,sk****
이정도면 아주 좋습니다. 가성비,이정도면 아주 좋습니다. 가성비 마음에들고우리집 쓰기에는 크지도 않고 딱 좋았습니다.,100점,롯데하이마트,2022.10.28.,ye****
1. 디자인이 세련됐어요2 수납공,1. 디자인이 세련됐어요2 수납공간이 넓습니다3 성능도 좋습니다,100점,롯데하이마트,2023.04.30.,zn****
원하는 날짜에 친절하게 설치해주,원하는 날짜에 친절하게 설치해주시고 생각보다 디자인도 예쁘네요.,100점,롯데하이마트,2022.11.12.,an****
가성비 좋고 배송이 매우 빠르고,가성비 좋고 배송이 매우 빠르고 설치도 깔끔합니다 ㅎ,100점,롯데하이마트,2023.02.02.,ga****
배송도 빠르고 넘 마음에들어요.,배송도 빠르고 넘 마음에들어요.강력추천합니다. 번창하세요.,100점,롯데하이마트,2023.03.22.,ro****
좋아요 가성비 좋은 냉장고!!,좋아요 가성비 좋은 냉장고!!,100점,롯데하이마트,2023.04.30.,jj****
배송도 괜찮았고 디자인도 좋습니,배송도 괜찮았고 디자인도 좋습니다,80점,롯데하이마트,2022.11.05.,li****
크기도 적당하고 맘에 듭니다^^,크기도 적당하고 맘에 듭니다^^,100점,롯데하이마트,2023.02.22.,eu****
"크기,색상다 맘에들어요.","크기,색상다 맘에들어요.",100점,롯데하이마트,2023.03.01.,hy****
괜찮습니다 잘 구입한것 같네요,괜찮습니다 잘 구입한것 같네요,100점,롯데하이마트,2023.01.14.,ho****
새로 이사한 집의 냉장고 상부장,"새로 이사한 집의 냉장고 상부장 높이가 정확히 180cm라서 높이가 맞는 제품을 찾다가 발견했습니다. 적당하게 2, 3cm여유 두고 잘 맞아서 만족스럽습니다.다만 내부 수납칸이 야채바구니 하나뿐이고, 육류 보관함이 없고, 냉동실에 얼음통이 없는 점이 아쉽습니다.소음은 거의 없습니다.",100점,롯데하이마트,2023.06.30.,oo****
일단 잘 도착해서 잘 돌아가고 있,일단 잘 도착해서 잘 돌아가고 있네요,60점,롯데하이마트,2022.10.28.,Ha****
냉장고를 새로 장만했는데 용량도,냉장고를 새로 장만했는데 용량도 넉넉하고 내부 및 디자인이 너무 깔끔하게 잘나왔어요 매우 만족하고 강추합니다:),100점,롯데하이마트,2023.04.23.,mi****
어머님 혼자 사용하시기에 넉넉한,어머님 혼자 사용하시기에 넉넉한 용량같습니다색감도 이쁘고 좋아요,100점,롯데하이마트,2023.06.28.,ch****
설치 잘 해주시고 가서 만족합니,설치 잘 해주시고 가서 만족합니다,100점,롯데하이마트,2023.06.28.,ch****
비오는데 배송기사님들 너무 고생,비오는데 배송기사님들 너무 고생하셨어요ㅠㅠ,100점,롯데하이마트,2023.06.29.,sj****
배송도 원하는날짜에 가져다주고,배송도 원하는날짜에 가져다주고 만족합니다,100점,롯데하이마트,2023.06.29.,tm****
설치나 디자인 면에선 만족스러운,설치나 디자인 면에선 만족스러운데 소음이 미쳤어요. 각종 소음에 진짜 무던한 편이고 층간 소음도 신경 안쓰는데 모터 돌아가는 소리가 초음파 소리 마냥 고막을 자극해서 정신병 걸릴것 같아요영상에 “삐????????-” 소리가 냉장고에서 쏘는 소리예여.,20점,롯데하이마트,2023.07.14.,su****
공방에서 사용할 냉장고를 구입했,공방에서 사용할 냉장고를 구입했습니다~ 배송날짜에 맞춰서 배송해 주셔서 너무 좋았어요~ 비도 내리고 엘리베이터도 없는 좁은 2층을 올라와야?는데 기사님 불평 하나없이 괜찮다며 친절하게 설치해 주고 가셔서 기분이 좋았어요~^^ 친절기사님 최고였어요~냉장고는 디자인도 이쁘고 색깔도 마음에 들고 용량도 괜찮아 다 마음에 들었습니다. 근데 한시간 정도 지나서 냉장고 외관 옆 벽면을 만져보니 따뜻하게 열이 나던데 괜찮은 건가요? 집 냉장고는 ....,100점,롯데하이마트,2023.07.14.,ky****
생각했던 대로 좋은상품이 왔네요,생각했던 대로 좋은상품이 왔네요...,100점,롯데하이마트,2023.07.14.,pm****
급하게 주문했는데 배송도 빠르고,급하게 주문했는데 배송도 빠르고 설치기사님 두분 오셨는데 친절하세요. 빌라에 사다리차 못들어오는 곳인데 자루설치해 주고 가셨어요. 색상도 공간도맘에 들어요.,100점,롯데하이마트,2023.07.17.,rh****
빠른설치 감사합니다.제품디자인,빠른설치 감사합니다.제품디자인 마음에 들고요넉넉한 공간 아주 마음에 듭니다.,100점,롯데하이마트,2023.07.17.,q2****
양문형좋아요,4도어보다 양문형이 사용이 더편해서 이걸루주문했는데 실물이 더예뻐용 근데 검정이라 지문잘보이긴해요ㅋㅋ,100점,G마켓,2023.12.16.,pa****
보통이에요,"1. 디자인: 색상이 단일 색상만 있어 소비자 기호에 따른 선택의 폭이 없어 좀 아쉽다. 밝은 그레이 정도는 하나 더 있으면 좋을 듯 싶다.2. 제품품평: 냉장고 문 열면 내부에서 품어 나오는 냄새 (아마도 내부 플라스틱 사출 품에서 나오는 것 같다) 가 좀 심하다. 설치 후 1시간 이상 양쪽 문 열어 놓아도 쉽게 냄새가 가시지 않는다. 제품 제조 후 포장 전 충분히 냄새를 제거하고 포장하면 좋을 듯 싶다. 자리잡고 전원 켜고 난 후 1시간 후 사용하라고 했는데 이후 음식을 넣을 경우 음식에 냄새가 흡수될 것 같고, 무엇보다 냄새가 상당히 역하다. 전원 켜지 않고 하루 정도 양문을 열어둬야 할 것 같다. 제품 출고전 중화제를 써서 냄새를 중화시키든지 했으면 좋겠다.3. 내부에 선반의 수가 적어 보이나 실제 사용시에는 촘촘한 간격으로 놓으면 사용성이 떨어짐으로 큰 문제가 되지 않을 듯 하다. 다만 선반 높이를 필요에 따라 조절할 수 있는 받침대의 높이를 좀 더 많이 설계되면 좋겠다. 냉동칸에는 얼린 얼음을 담을 수 있는 전용 용기가 있었으면 좋을 듯 싶다. 또한 얼음 얼리는 트레이도 너무 작아서 귀여운데 더운 여름에 얼음 사용빈도를 고려하면 별도로 사야하는 번거로움이 있겠다.4. 냉장고를 처음 설치하고 켜면 자체에서 발생하는 열이 상당하다. 냉장고 바깥쪽 양쪽 옆 측면을 손으로 만지면 상당히 뜨겁다. 여름에는 에어콘을 켜거나 실내를 자주 환기를 시켜줘야 할 것 같다. 겨울에는 냉장고 열로 난방비가 다소 절약될 수 있을 것 같다. 냉장/냉동고 내부의 온도가 설정 온도에 이르면 냉장고 측면표면에서 방출되는 열은 다소 떨어지는 것 같다 (실내에어콘을 켜서 그러거나 아니면 시간이 지나 냉장/냉동고 열교환 모터 작동시간이 적어져서 그런지는 모르겠다) 5. 사용한지 5년 된 양문형 LG냉장고와 비교해보면 구매한 냉장고 소음은 솔직히 있다. 소음에 민감한 소비자의 경우에는 전시 제품의 소음을 확인하고 구매여부를 선택하길 추천한다. 사무용 공간에 쓰는데는 용량과 크기, 그리고 가격을 고려하면 가성비로는 괜찮은 제품인 것 같다.",60점,11번가,2022.07.14.,na****
별로예요,"일단 배송은 이사날짜에 맞춰서 해줬으나 시간대는 본인들 배송시간대가 있으니 편한대로 하라고 믿고 비번 알려주고 집에 잘 설치해달라고 했습니다 이사 후에 집에 와서 문을 열어보니 냉동칸 서랍은 사진상처럼 저렇게 맞지 않고 냉장고가 고정이 되질 않아 앞으로 쏟아질만큼 흔들리고 냉동칸은 살얼음이 전체적으로 끼어 있고 문 열때마다 온힘을 다 줘서 열어야 하더라구요 그래서 이튿날 해당기사에게 전화를 했으나 절대 연결이 되지 않고 (사진첨부)해서 보냄 문자도 남겼으나 끝까지 연락 없음 그리곤 몇시간 후에 다른 기사한테 불편한 사항 있으면 언제든지 연락 달라는 문자를 받곤마찬가지로 문자 보내고 전화해도 연락 없다가 어렵게 연락되서 문의 했더니 문자 보낸 사람은 해당 설치 기사는 아니라고 냉장고 서비스센터에 as접수를 별도로 하라고 함 아 진짜 할말을,,;;; 알았다고 하고 서비스센터에 전화했더니 2~3일내로 전화 준다고 하더니 일주일이 지나도 배당 받아서 전화 온다더니 연락 없어서 다시 전화해서 너무한거 아니냐고 하니 기사 연락와서 일정 조율해서 방문 함 그 분도 고정을 왜 이렇게 하고 갔는지 하며 의아해 하시며 몇번 만지시곤 바로 고정은 해주셨으나 냉동칸 서랍은 어쩔수 없다고 하심 왠만하면 후기는 그냥 다 좋다고 남기는데 휴우 ㅠㅠ 그냥 돈 좀 주더라도 괜히 싼 제품 샀나 후회가 밀려옵니다 1인 가구라 그닥 큰것도 필요 없고 해서 샀는데 서비스며 물건 자체가 많이 엉성하네요 냉장칸 서랍은 그나마 딱 맞진 않아도 봐줄만 한데 냉동칸 서랍은 저렇게 벌어져 있어요 그리고 일단 유광이라 지문이 많이 묻어서 수시로 닦아 줘야 합니다 as기사분 말씀으로도 기스나 관리 부분은 신경써서 해줘야 한다고 하시네요 냉장고를 실물로 보고 살려고 롯데마트를 5군데나 가보고 하고 as센터에 진열된 매장을 물어봐도 본인들도 모른다고 하더라구요 구매하실때 참고 하세요~ 저렴하게 샀으니 그냥 이 퀄리티에 쓸만하다 싶다가도 후회가 되는건 어쩔수 없네요",40점,11번가,2019.09.16.,ab****
최악이에요,"메이져 제품은 용량이 큰 제품만 있어서 어쩔 수 없이 대우제품과 이 제품 중에서 선택을 해야 했습니다. 일단, 디자인은 심플한게 맘에 들었는데 하루만에 최악의 선택인 것을 알았네요.문이 잘 안 열립니다. 성인 남성이 열려고 해도 냉동실 문을 잡고 냉장실 문을 힘껏 잡아 당겨야 힘들게 열립니다. 안 사람의 경우는 겨우겨우 열고 아이는 못 여는 경우도 많구요. 이건... 아~주 사소한? 문제인걸 나중에 알았습니다. 어느 순간부터 수채에서 물이 흐르는 소리가 들립니다. 이사를 해서 아파트 배관이 냉장고 뒤로 흐르나? 이런 부실 아파트가 있나? 했더니 냉장고에서 나더군요. 좀 있으면 괜찮겠지 했는데 문을 열고 닫으면 조금 후에 항상 들려서 아~~ 냉장고에서 나는구나. 결국 as요청을 합니다. 그런데, 가정용이 아닌 영업용 제품의 ?as를 하시는 분이 오시더니 자기는 영업용 제품 as하청인데 연락이 와서 왔지만 할 수 있는게 없다고 하시면서 교환신청을 해 주겠다네요. 네.. 그럼 교환을 부탁했죠. 그 후, 연락이 없습니다. 다시 연락을 하니 직영?as부서인듯한 직원이 왔습니다. 아마도 냉매가 흐르는 소리라면서 크게 문제가 없는 듯 말씀을 하시더군요. 이전에 다른 냉장고는 소리를 못 느꼈다고 말을 하며 혹시나 싶어서 이전에 녹화한 장면을 보여주니 바로 교환을 해 주겠다고 합니다. 그후에 겨우겨우 교환을 했는데... 하~~ 문은 그나마 잘 열리네요. 냉매가 흐르면서 난 다는 수채에서 물 흐르는 소리는 신경이 안 쓰이네요. 그런데!! 컴프레셔 돌아가는 소리가 멋지게 들립니다. ㅎㅎ 우~ 웅 비행기 날아갑니다. 하~ as오신 분들이 인사고과에 감점이 있을까 싶어서 그냥 반품말고 교환을 했는데 이건.. 그냥...처음 as를 위해 오신 분의 말씀이 귓가에 어른거립이다. 영업용 제품만 하다가 가정용 제품을 해서 자기도 힘들고 손님들도 힘들다며 어떤 분은 3번이나 교환 했다던 말씀이.. 이상 3달넘어 사용한 구매자의 구매평겸 넋두리입니다. 하~~~~",20점,11번가,2019.10.17.,tt****
솔직한 상품평!!,"잘 돌아가던 지*냉장고가 갑자기 수명을 다해서 급하게 구매하게 되었어요~14년간 사용했는데...2년뒤 이사가면 구입하려 했던 계획이..;;수리비용 몇십만원이 나온다하여 ㅜㅜ캐리어 상품은 처음 구매해보고 사용해 봅니다!!삼*,엘* 상품을 구매하려다가,,김치냉장고도 구매할 계획이라 가격대비 괜찮은 냉장고를 찾던중... ㅎㅎ6월5일 주문해서 10일날 배송받았어요..늦게 배송이 되어,, 날도 더운데 냉장고 없는 5일이 지옥이였답니다ㅜㅜ냉동음식, 반찬, 야채, 아이스크림등등 모든 음식을 버리게되고, 김치도 폭 셔버리고...암튼 냉장고의 소중함?? 필요성을 느끼는 5일이였어요~폐기냉장고는 배송전 미리 빼놓은 상태였고,,배송상태며 설치에 설명까지 친절하게 잘 해주시고,,폐기냉장고 까지 수거해 가셨어요~냉장고 청소후~전원꼽고 1시간뒤 음식물을 넣었어요.설치후 하루정도는 냉장고 옆면도 엄청 뜨겁고,, 소리도 나고,,플라스틱 타는?? 냄새도 좀 나더라고요...(냉장고 안)혹 불량이 아닌가 하는 의혹도 있고,,저렴한 상품이라 잘못 구매한거 아닌가도 했지만,,2틀째인 오늘!!냉동&냉장도 잘되고,, 옆면도 덜 뜨거워지고,, 냄새도 없어졌어요.소리는 조금나지만 거슬릴정도는 아닙니다.일단!!디자인이나 컬러가 마음에 들어요~(구매하게된 이유 ㅎ)블랙에 가까운 그레이 컬러라 심플하고 이쁩니다^^냉장고 안 구성은 뭔가 좀 부족하고 허술하지만...이 가격대에 이정도면 만족!! ㅎㅎ아직 2틀밖에 안되서 좀더 사용해봐야 확실히알겠지만,,오랫동안 고장없이 잘 사용하길 바래봅니다^^에너지소비효율 2등급에 570L용량이라1~2인 가족이나,,김치냉장고도 사용하시는 가정이라면 3~4인 가족이 사용하기 좋을듯해요~2인 가족인데도 우리집엔 약간 적은감있는 냉장고 이지만,,김치 냉장고도 구입예정이라 사용하기 좋을듯해요^^",80점,G마켓,2020.06.11.,ki****
별로입니다.,처음 사자마자 고주파음에 짜증나서 a/s불렀더니 데시벨 정상수치라면서 50까지는 괜찮다고 갔습니다. 두번째 3일만에 문짝 열때 소리나고 고주파소리가 너무 짜증나서 불렀습니다. 처음에는 48 나왔는데 이번에는 데시벨 56나왔습니다. 말하는게 50까지는 이 60까지는 괜찮다고합니다. 그럼 60이상이면 문제있는거냐 물어보니 60이상이라고 제품 이상이라고 안본답니다. 고주파는 옵션으로 있는 냉장고 입니다. 이거 스트레스 심합니다. 유튜브에 모델명 치시면 올라와있습니다. a/s센터는 본사 전화하라고 하고 본사는 전화안받고 판매점은 자기들 이 아니고 본사 전화라고하고 본사는 끝까지 전화안받고 다행인게 G마켓이라서 그러치 다른데서 구매했으면 그냥쓸번했습니다. g마켓 환불신청하고 전화통화하고 하니깐 업체인가? 에서 전화와서 환불은 안되고 교환해준다고 전화왔습니다. 2틀만에 교환했습니다. 1달 걸려서요 교환제품 은 더 가관입니다. 고주파음 물열때 소음 이번에는 추가옵션으로 뒤쪽에서 쇠가 달그락달그락 고주파음을 뛰어 넘습니다. 귀찮아서 a/s 2번만에 다른곳은 고쳤는데 고주파음은 못고칩니다. 저도 지치고 해서 그냥 쓰고있는데 돈더 주고 다른거 사세요 스트레스 비용 감안하고 싼거 아니고 디자인 이쁘고 동급에서 저렴하나 옵션으로 고주파음을 매일 들어야됩니다. 참 저말고도 고주파음 관련 불만 많이 올라오는데 어떻게 무시하고 계속파는지 ... 참 ..,20점,G마켓,2020.06.19.,gh****
가성비는 괜찮은냉장고인데...,가성비는 괜찮아요~ 저도 캐리어 제품을 처음써보는데 맨날 삼성 쪽으로 이용했는데 아직 디테일한 부분 제품마감처리등 수준은 아직 솔직히... 못미치는듯합니다. 그러나 중요한것은 잘돌아가고 디자인 좀 괜찮고 사용하는데 문제 없다는거죠.. 혼자쓸꺼라 산지 몇주가 되어도 냉장고는 텅텅비었어요 솔직히 작은거 하나사도 충분하지만.. 500L 이상은 사줘야.... 또 뭐 결혼을 한다거나 할때 쓸수있죠.. 또 가격아니겠습니까..이정도 스팩...에 이가격이면.. 한번쯤 살만하다... 이거 한번 잘못샀다고 인생망치는거 아니니깐... ㅎㅎ 아무튼 뭐 그냥 몇자 적어 봤어요 판단은 본인 책임도 본인 당사자입니다.. ^^ 가성비 좋은것 인정~~ 디자인도 다만 제품마감처리 군데군데 새제품인데 때탄부분 등등 마감도 조금 .. 글코 총점 별 4개입니다 5개중... ㅎㅎ,80점,G마켓,2020.01.09.,lj****
친절한 설명과 함께 잘 설치해주고 가신 두분 기사님들 ...,"친절한 설명과 함께 잘 설치해주고 가신 두분 기사님들 고맙습니다. 사실 장바구니에 넣고도 구매를 해야할지 많은 고민에 고민을 했습니다. 소음문제, 품질문제 등등의 안좋은 후기들도 있었지만, 별 신경쓰이는 문제 없이 나름 가성비 쩐다는 후기도 많이 보였기에 과감히 주문해서 지난 화요일에 배송 설치후 일주일 동안 사용해보고 이제 후기를 적습니다. 공간 넉넉하고, 소음 거의 없습니다. 삐~하는 소리는 전혀 들리지 않고, 오히려 콤프레샤 돌아가는 소리도 매우 작습니다. 민감하게 귀를 세우고 가까이 가면 그냥 웅~ 하는 정도? 나름 청각이 예민한데도 별로 신경쓰이는 소음이 안들립니다. 뽑기운인지... ㅎㅎ일단 가성비 쩔고, 에너지소비효율 2등급이라는 것도 맘에 듭니다. 일주일 동안 사용하며 느낀 생각은, 참 잘샀다 입니다.",100점,옥션,2021.06.15.,na****
최고예요,"이 냉장고 dp를 찾아보려 캐리어 본사에도 전화했지만, 오프라인 실물은 볼 수 없어 걱정 반 기대 반 주문 진행했습니다.기존 리뷰에 소음 관련해서 부정적 말이 많아 걱정했는데 처음 기동 후 온도 최적화까지의 소음(선풍기나 tv에 묻힘니다) 및 발열 이후에는 소음도 거의 없고, 외부 온도도 적절해집니다.내부 온도 조절은 외부 패널을 통해 조작이 가능하긴 합니다만, 기사님께서는 온도는 앤간하면 건들지 않는 편을 추천하셨습니다. 간혹 조작이 잘못되면 냉장칸이 작동하지 않는 경우가 있다고 합니다.배송도 주문 후 거의 바로 와서 참 좋았습니다. 기사님들께서 빠르고 안전하게 잘 설치해주고 가셨고요.굉장히 만족하고 있습니다. 잘 쓰겠습니다.",100점,11번가,2019.10.02.,de****
최고예요,일단 배송은 빠르고 친절합니다.이틀만에 기사님 두분 오셔서 안전하게 제품 옮기더군요 문에 옆면 긁힐까 잠금장치도 잘 제거하시고 신발장도 잘 옆으로 옮겨두시고 장판긁힐까 밑에 까는것도 잘 해두시고 제품은 이쁩니다 옆면 블랙에 앞은 메탈인데 디자인이 깔끔해요 뭐 주렁주렁 없이 디스플레이도 자동으로 꺼져있고 생각보다 소음도 없네요. 처음가동시에만 온도올린다고 윙하고 그다음은 조용.저렴한 가격에 가성비는 확실히 최고인듯 할인받고 쿠폰할인 받아서 64만원정도에 샀는데양문형에 에너지2등급에 이정도 용량에 디자인에 배송이면 추천해요.,100점,11번가,2019.09.07.,oo****
도어 찌그러짐에 대한 as,첫 주문 배송시는 배송하는분들 세상 퉁명스럽기 짝이없고박스 개봉시 찌그러짐확인하시고도 그냥 가버리셨습니다아주 강한 찌그러짐은.아니라.그냥 쓰자라는 생각으로 있다 주변 가족들과 지인들 올때마다 냉장고 어디서 주서왔냐 라는 말씀 한번씩 하시네요. 그말에 산지 하루이틀된건데 기분이 너무 안좋아 판매자문의시 캐리어as 하자확인을 받으면 조치가.가능하다하여 바로 접수후 불량판정받고 원하는 일자에 교체받았습니다. 교체배송기사님은 첫번째 기사님들과는 다르게 친절하셔서 다행이었습니다. 교체박은 이번 냉장고 냉장실 문열고닫을때마다 딱딱소리가 나는데 ..... 커밍순..2020년 3월28일 작성,100점,G마켓,2020.03.28.,fo****
기사님들이 너무 친절하고 배송 설치 해주셔서 감사합니다 ^^ 현관문이 좀 이상한 형태라 리터가 큰 냉장고가 못 들어와서 좀 작은 걸로 주문했습니다 디자인 크기도 생각보다 커서,"기사님들이 너무 친절하고 배송 설치 해주셔서 감사합니다 ^^ 현관문이 좀 이상한 형태라 리터가 큰 냉장고가 못 들어와서 좀 작은 걸로 주문했습니다 디자인 크기도 생각보다 커서 맘에 들어요 그런데, 제가 받은 제품만 그런지 모르겠지만 작동중에 삐~하는 고주파음이 들리고 (냉장고 전원을 끄면 소리가 나지 않습니다) 빈번하게 문 열기가 너무 힘들정도로 닫힙니다. 터치패드는 3초 눌러서 버튼열림은 되는데 잠금은 안 되구요 일단 맘에 드는데 위에 문제가 원래 이런건지 저만 그런건지??ㅠ.ㅜ 일단은 설치한지 얼마 안 됐으니 며칠 더 지켜보겠습니다^^",100점,SK스토아,2019.08.27.,na****
좋아요,"냉장고를 구입하는데 많은 시간을 할애해서 찾았습니다. 다나와에서부터 네이버쇼핑몰 그리고 에누리까지 찾아보고, 동일상품이라도 판매사이트마다 다르다보니 그중에서 11번가를 선택했네요. 다나와와 에누리에 올라와있는 리뷰를 보고 고민을 했습니다. 소음문제에 대해서였는데, 설치 당일부터 지금 일주일넘게 사용중입니다만 전혀 소리가 나지않습니다. 아쉬운점은 받침이 부족하네요. 몇개 더 넣어줘도 전혀 많아보이지않을텐데 딱 봐도 부족해보입니다. 배송및 설치 그리고 온도세팅까지 다 해주고 가십니다. 처음 사용해본 브랜드의 제품인데 다행히 잘 구입한듯합니다.",80점,11번가,2021.04.12.,do****
최고예요,가격대비해 성능굿 블랙 메탈 이뻐요 다른대서 이상품 댓글보니 시끄럽다고 하던대 동영상에 문을열었을대는 약간시끄러움 닫았을대는 조용해요 독골보기인듯 약속한날자에 정확히 아침에 전화주시고 시간약속에오심 저희집은 주택1층인대 계단이높고 통로가좁아요 현관문이적어서 거실 방법창 풀어서 들여노으셨는대 아무말없이해주셔서 미안두하고감사함 날씨두추은대 기사님넘친절하시고 보조분안대도 말하실대도 조용조용히얘기하시고 존대하는 모습이넘조았어요 뒷정릭 깔끔히해주시고 사용법두알려주시고 온도두손수설정해주시고 가셨어요 이제품 구매하시면 절대 후회하시지안을듯,100점,11번가,2020.02.17.,gy****
완전 만족합니다.깔끔합니다.,16년을 함께한 냉장고를 보내면서 오랜시간 고른 제품입니다.스마일쿠폰을 받기위해 오래 기다리기도했고요.가격도 아주 저렴하고 용량에 비해 수납도 만족합니다.냉장고는 크게 대기업제품을 비싸게 사는것보다 심플하고크기도 어느곳에나 들어갈 수 있어 좋습니다.설치해주신 기사님들도 정말 친절하셨고요.며칠 사용했지만 소음도 없습니다.다만 조금 아쉬운 부분은 조명이 중간이나 밑에도 하나 있었음하는 생각이 드네요.안쪽이 꽤 깊은데 안쪽 끝은 잘 안보이더라고요. 저는 적극 추천합니다.,100점,G마켓,2020.11.09.,s0****
냉장고는 엘지 삼성 이외에는 생각도 안했었더랬죠. 엘지 800리터대 구매했다가.. 아파트 입구가 작어서 못들어와서.. 반품 ... ㅠ 입구 사이즈 76센티에 맞는걸 찾아해맸는데 엘,냉장고는 엘지 삼성 이외에는 생각도 안했었더랬죠. 엘지 800리터대 구매했다가.. 아파트 입구가 작어서 못들어와서.. 반품 ... ㅠ 입구 사이즈 76센티에 맞는걸 찾아해맸는데 엘지 삼성은 빌트인 500~600리터대가 800리터대보다 휠씬더 비싸더라구요. 크기는 작은데 가격은 더 비싼 아이러니함...ㅠ 절망하며 타사제품을 찾다가 위니아에서 자체브랜드로 나온 클라윈드? 사실 믿음은 안 갔고.. 지금도 믿음은 안가요.. ㅎ 그래도 다행히 불량이 없는 제품이 온듯해요. 한달정도 사용했는데 이상없어요. 아이쿠. 후기글자 300까지 ㅠ,60점,SK스토아,2019.11.04.,ta****
컴프레서 돌아갈때 웅 하는 공진음과 삐~~하는 고주파음...,"컴프레서 돌아갈때 웅 하는 공진음과 삐~~하는 고주파음이 너무 거슬립니다. 이게 정상이라면 충격과 공포의 품질인데요 아무래도 불량이라고 봐야 할 것 같습니다. 고객센터에 AS 접수해놨는데 센터에서 기사한테 전달해서 연락가게 하겠다더니 깜깜 무소식입니다. 또 한번 전화해서 독촉했는데도 또 그것도 씹고서는 1주일째 아무런 조치가 안됩니다.. 제품이고 AS고 제대로 돌아가는게 없습니다. 냉장고가 뭐 하이테크 가전제품도 아니니까, 조금 저렴해도 쓰는덴 문제 없겠지 라는 바보같은 생각으로 캐리어 냉장고를 주문한 제가 바보입니다.",20점,옥션,2019.09.08.,ss****
